*
*
	41	ANALOG_CONFIG	0	9
*--KEY---pDeviceInstance----------------------------------
	"04005001"	3392
	"04005002"	3393
	"04005003"	3394
	"04008001"	3395
	"03038001"	3396
	"03038002"	3397
	"04017001"	3398
	"03023001"	3399
	"03030001"	3396
	"03041001"	3400
	"04015001"	3401
	"04015002"	3402
	"04015003"	3403
	"04015004"	3404
	"04015005"	3405
	"04015006"	3406
	"04015007"	3407
	"04015008"	3408
	"04015009"	3409
	"04047001"	3410
	"04060001"	3411
	"03068001"	3412
	"04045001"	3413
	"04012001"	3414
	"04012002"	3415
	"04012003"	3416
	"04012004"	3406
	"04012005"	3404
	"04012006"	3405
	"04012007"	3402
	"04012008"	3417
	"04012009"	3418
	"04012010"	3419
	"04012011"	3403
	"04012012"	3420
	"04012013"	3421
	"04012014"	3422
	"04012015"	3423
	"04012016"	3424
	"04012017"	3425
	"04012018"	3426
	"04012019"	3427
	"04012020"	3428
	"04012021"	3429
	"04012022"	3430
	"04012023"	3431
	"03012001"	3432
	"03012002"	3433
	"03012003"	3434
	"03012004"	3435
	"03012005"	3436
	"04012024"	3401
	"03012006"	3437
	"03012007"	3438
	"03012008"	3439
	"03012009"	3440
	"03012010"	3441
	"03012011"	3442
	"04001001"	3443
	"04021001"	3444
	"04031001"	3445
	"04015010"	3446
	"04052001"	3447
	"04064001"	3446
	"04039001"	3446
	"04032001"	3446
	"04021002"	3427
	"04011001"	3448
	"04011002"	3449
	"04023001"	3450
	"03036001"	3451
	"03067001"	3452
	"04011003"	3453
	"04011004"	3454
	"04011005"	3455
	"03031001"	3456
	"03033001"	3457
	"03033002"	3458
	"04033001"	3407
	"04033002"	3408
	"04033003"	3409
	"04011006"	3459
	"04025001"	3460
	"04011007"	3428
	"04011008"	3429
	"04011009"	3461
	"04011010"	3462
	"04011011"	3463
	"03016001"	3464
	"03016002"	3396
	"04017002"	3414
	"04017003"	3415
	"04017004"	3416
	"04017005"	3406
	"04017006"	3404
	"04017007"	3405
	"04017008"	3402
	"04031002"	3465
	"03017001"	3466
	"03017002"	3467
	"04017009"	3431
	"04017010"	3422
	"04017011"	3423
	"04017012"	3424
	"04017013"	3425
	"04017014"	3426
	"04017015"	3427
	"04017016"	3428
	"04017017"	3429
	"04017018"	3430
	"04017019"	3421
	"04017020"	3468
	"04017021"	3445
	"04017022"	3465
	"04017023"	3469
	"04017024"	3470
	"04017025"	3471
	"04017026"	3472
	"04008002"	3427
	"04042001"	3417
	"03053001"	3473
	"04011012"	3402
	"04038001"	3474
	"04033004"	3475
	"04070001"	3476
	"04045002"	3410
	"03027001"	3477
	"03045001"	3478
	"04011013"	3445
	"04011014"	3465
	"04011015"	3469
	"03011001"	3479
	"03037001"	3478
	"03017003"	3480
	"04011016"	3403
	"04011017"	3425
	"04011018"	3426
	"04011019"	3427
	"04007001"	3481
	"04039002"	3459
	"03048001"	3482
	"03053002"	3482
	"03040001"	3441
	"03012012"	3483
	"04043001"	3401
	"04073001"	3421
	"03058001"	3484
	"04019001"	3485
	"04038002"	3395
	"03055001"	3486
	"04019002"	3487
	"04023002"	3488
	"03038003"	3489
	"03004001"	3437
	"03020001"	3441
	"03049001"	3490
	"03056001"	3435
	"04056001"	3422
	"03046001"	3437
	"03053003"	3491
	"03007001"	3492
	"04010001"	3411
	"03017004"	3490
	"04031003"	3401
	"03053004"	3493
	"04006001"	3414
	"04010002"	3431
	"04025002"	3421
	"04017027"	3494
	"04008003"	3495
	"04008004"	3496
	"04008005"	3497
	"04010003"	3496
	"04022001"	3402
	"04022002"	3425
	"04022003"	3426
	"04022004"	3427
	"03007002"	3498
	"03007003"	3499
	"03028001"	3438
	"04008006"	3411
	"04022005"	3429
	"04023003"	3500
	"04046001"	3501
	"04046002"	3502
	"04046003"	3503
	"04004001"	3504
	"04027001"	3446
	"03067002"	3505
	"04058001"	3506
	"04058002"	3507
	"04058003"	3508
	"04058004"	3509
	"04058005"	3510
	"04058006"	3511
	"04058007"	3512
	"03023002"	3400
	"03023003"	3457
	"03023004"	3458
	"04058008"	3513
	"04058009"	3514
	"03007004"	3402
	"03023005"	3489
	"04007002"	3515
	"04007003"	3516
	"04007004"	3517
	"04007005"	3518
	"04007006"	3519
	"04007007"	3520
	"04007008"	3521
	"04007009"	3522
	"04007010"	3523
	"04007011"	3524
	"04007012"	3525
	"04007013"	3526
	"04007014"	3527
	"03023006"	3456
	"03023007"	3528
	"03023008"	3529
	"04007015"	3530
	"04023004"	3419
	"03023009"	3432
	"03023010"	3437
	"03023011"	3439
	"04007016"	3531
	"03023012"	3532
	"04007017"	3431
	"04007018"	3533
	"04007019"	3534
	"04007020"	3535
	"04008007"	3422
	"04008008"	3423
	"04008009"	3424
	"04004002"	3421
	"03020002"	3432
	"03020003"	3433
	"03020004"	3434
	"03020005"	3435
	"04058010"	3536
	"04031004"	3411
	"04023005"	3417
	"04033005"	3496
	"03067003"	3537
	"04058011"	3538
	"04058012"	3539
	"04004003"	3540
	"04004004"	3541
	"03036002"	3400
	"03007005"	3542
	"03036003"	3458
	"03036004"	3457
	"03067004"	3543
	"04002001"	3446
	"03053005"	3544
	"03053006"	3545
	"03053007"	3546
	"04010004"	3406
	"04010005"	3405
	"04010006"	3404
	"03053008"	3547
	"03012013"	3548
	"03055002"	3549
	"03053009"	3550
	"03053010"	3551
	"03060001"	3552
	"04058013"	3553
	"03053011"	3554
	"04036001"	3555
	"04003001"	3462
	"04008010"	3474
	"04003002"	3463
	"03064001"	3441
	"03037002"	3498
	"04004005"	3425
	"03055003"	3556
	"04004006"	3557
	"04009001"	3401
	"04015011"	3428
	"04051001"	3558
	"04073002"	3417
	"03029001"	3441
	"03023013"	3559
	"03002001"	3560
	"04060002"	3561
	"03048002"	3562
	"04023006"	3416
	"04004007"	3497
	"03067005"	3563
	"04038003"	3448
	"04023007"	3564
	"04001002"	3448
	"03067006"	3565
	"04008011"	3504
