*         Type  Key          Name                                          Stn   AOR                HiLim[0](High)   HiLim[1](Rsnblty)  LoLim[0](Low)   LoLim[1](Rsnblty)  AlarmGroup   pScale(EU_Hi)  ICAddress
*         ----  ---          ----                                          ---   ---                --------------   -----------------  -------------   -----------------  ----------   -------------  ---------
5 ANALOG  (1)   (3)          (4)                                           (5)   (10)               (77,0)           (77,4)             (78,0)          (78,4)             (42)         (24)           (66)
          2     "04nan114"   "LC KVA2M    LC TX2 KVA METER             "   nan   3                  0                999999             0               -999999            1            65504          NaN                 
          1     "03nan039"   "KH CALI1    KH 1 CALI DEMAND             "   nan   4                  0                999999             0               -999999            1            1              NaN                 
          1     "03nan040"   "WA PDY      PREVIOUS DAY DEMAND          "   nan   1                  0                999999             0               -999999            1            1              NaN                 
          1     "03nan041"   "HA SOEPT                                 "   nan   1 2 3 4 5 6 7 8    0                999999             0               -999999            1            1              NaN                 
          1     "03nan042"   "FR PT       PULSE TOTAL                  "   nan   6                  0                999999             0               -999999            1            1              NaN                 
          1     "03nan043"   "SA CMT      SA CUR MONTH DEMAND          "   nan   6                  0                999999             0               -999999            1            1              NaN                 
          2     "04nan115"   "SA 1A       SA BKR 1 A AMPS              "   nan   6                  999998           312                -999998         -30                1            599.9999       NaN                 
          1     "03nan044"   "GL PDY      PREVIOUS DAY DEMAND          "   nan   1                  0                999999             0               -999999            1            1              NaN                 
          1     "03nan045"   "CEC 14MUL    FOR 714.4 FDR KW            "   nan   1 2 3 4 5 6 7 8    0                999999             0               -999999            1            1              NaN                 
          1     "03nan046"   "BC PDYT     BLK CRK PREV DAY DEMAND      "   nan   4                  0                999999             0               -999999            1            1              NaN                 
          2     "04nan116"   "CA 2PF      BKR 2 POWER FACTOR           "   nan   5                  0                999999             0               -999999            1            204.7          NaN                 
          1     "03nan047"   "AL PT       FPC PULSE ADDED              "   nan   4                  999998           999999             0               -30                1            1              NaN                 
          2     "04nan117"   "RV P1       TX1 ACCUMULATOR              "   nan   6                  999998           999999             -1              -10                1            4.8336         NaN                 
          1     "03nan048"   "CEC DINS     DIRECT SERV INST            "   nan   4                  0                999999             0               -999999            1            1              NaN                 
          2     "04nan118"   "FW RAV1     FW TX1 REG A VOLTS           "   nan   5                  999998           133                -999998         -10                1            204.7          NaN                 
          2     "04nan119"   "CA LTC1     CA TX1 LTC POS IND           "   nan   5                  999998           16                 -999998         -16                1            15.9922        NaN                 
          2     "04nan120"   "PH DCV      PH DC VOLTS 48 VOLT SYS      "   nan   5                  999998           140                -999998         -10                1            149.9836       NaN                 
          2     "04nan121"   "AL TX2TMP   AL TX2 OIL TEMP              "   nan   5                  999998           150                -999998         -300               1            249.9978       NaN                 
          2     "04nan122"   "SG FREQ     SG FREQUENCY                 "   nan   7                  0                999999             0               -999999            1            204.7          NaN                 
          2     "04nan123"   "SG 1PF      FDR 1 POWER FACTOR           "   nan   7                  0                999999             0               -999999            1            204.7          NaN                 
          2     "04nan124"   "SG PFM      POWER FACTOR METER           "   nan   7                  0                999999             0               -999999            1            204.7          NaN                 
          2     "04nan125"   "CA 1PF      BKR 1 POWER FACTOR           "   nan   5                  0                999999             0               -999999            1            204.7          NaN                 
          2     "04nan126"   "GC TX1W     GREEN COVE WATTS             "   nan   4                  999998           20000              -999998         -1000              1            65504          NaN                 
          2     "04nan127"   "GC 2A       GC BRK 2A AMPS BKR TRP       "   nan   4                  999998           480                -999998         -30                1            599.9999       NaN                 
          2     "04nan128"   "GC 2B       GC BRK 2B AMPS BKR TRP       "   nan   4                  999998           480                -999998         -30                1            599.9999       NaN                 
          2     "04nan129"   "GC 2C       GC BRK 2C AMPS BKR TRP       "   nan   4                  999998           480                -999998         -30                1            599.9999       NaN                 
